"ser","subject","description"
"137","cites","NULL"
"137","myres",
"138","serial","138"
"138","doctype","Paper"
"138","year","2014"
"138","area",
"138","title","EDUCATIONAL DATA MINING APPLICATIONS"
"138","citaIEEE","Recker, M., Krumm, A., Feng, M., Grover, S., & Koedinger, K. (2014). CIRCL Primer: Educational Data Mining and Learning Analytics. In CIRCL Primer Series. Retrieved from http://circlcenter.org/educational-data-mining-learning-analytics/"
"138","link2","https://pdfs.semanticscholar.org/c61f/6371380da23c6cc7d7196af127d303be745a.pdf"
"138","link1","http://circlcenter.org/educational-data-mining-learning-analytics/"
"138","rating",
"138","jcode",
"138","citOthers",
"138","cites","NULL"
"138","myres",
"139","serial","139"
"139","doctype","Paper"
"139","year","2014"
"139","area",
"139","title","Improving Quality of Educational Processes Providing New Knowledge Using Data Mining Techniques"
"139","citaIEEE",
"139","link2","http://www.sciencedirect.com/science/article/pii/S1877042814040282"
"139","link1",
"139","rating",
"139","jcode",
"139","citOthers",
"139","cites","NULL"
"139","myres",
"140","serial","140"
"140","doctype","Paper"
"140","year","2014"
"140","area",
"140","title",
"140","citaIEEE","R. S. Baker and T. College, ""Educational data mining: An advance for intelligent systems in education,"" IEEE Intelligent Systems, 2014."
"140","link2",
"140","link1",
"140","rating",
"140","jcode",
"140","citOthers",
"140","cites","NULL"
"140","myres",
"141","serial","141"
"141","doctype","Paper"
"141","year","2014"
"141","area",
"141","title",
"141","citaIEEE","M. Chalaris, S. Gritzalis, M. Maragoudakis, C. Sgouropoulou, and A. Tsolakidis, ""Improving quality of educational processes providing new knowledge using data mining techniques,"" Procedia — Social and Behavioral Sciences, vol. 147, pp. 390-397, 2014."
"141","link2",
"141","link1",
"141","rating",
"141","jcode",
"141","citOthers",
"141","cites","NULL"
"141","myres",
"142","serial","142"
"142","doctype","Paper"
"142","year","2014"
"142","area",
"142","title",
"142","citaIEEE","S. Natek and M. Zwilling, ""Student data mining solution-knowledge management system related to higher education institutions,"" Expert Systems with Applications, vol. 41, no. 14, pp. 6400-6407, 2014."
"142","link2",
"142","link1",
"142","rating",
"142","jcode",
"142","citOthers",
"142","cites","NULL"
"142","myres",
"143","serial","143"
"143","doctype","Paper"
"143","year","2014"
"143","area",
"143","title",
"143","citaIEEE","A. Peña-Ayala, ""Educational data mining: A survey and a data mining-based analysis of recent works,"" Expert Systems with Applications, vol. 41, no. 4-1, pp. 1432-1462, 2014."
"143","link2",
"143","link1",
"143","rating",
"143","jcode",
"143","citOthers",
"143","cites","NULL"
"143","myres",
"144","serial","144"
"144","doctype","Paper"
"144","year","2014"
"144","area",
"144","title",
"144","citaIEEE","E. Yukselturk and C. Education, ""Predicting dropout student: An application of data mining methods in an online education program,"" European Journal of Open, Distance and e-Learning, vol. 17, no. 1,pp. 118-133, 2014."
"144","link2",
"144","link1",
"144","rating",
"144","jcode",
"144","citOthers",
"144","cites","NULL"
"144","myres",
"145","serial","145"
"145","doctype","Paper"
"145","year","2014"
"145","area",
"145","title",
"145","citaIEEE","A. London and T. Németh, ""Student evaluation by graph based data mining of administrational systems of education,"" in Proc. 15th International Conference on Computer Systems and Technologies, pp.363-369, 2014."
"145","link2",
"145","link1",
"145","rating",
"145","jcode",
"145","citOthers",
"145","cites","NULL"
"145","myres",
"146","serial","146"
"146","doctype","Paper"
"146","year","2014"
"146","area",
"146","title",
"146","citaIEEE","A. H. M. Ragab, A. Y. Noaman, A. S. Al-Ghamdi, and A. I. Madbouly, ""A comparative analysis of classification algorithms for students college enrollment approval using data mining,"" in Proc. the 2014 Workshop on Interaction Design in Educational Environments (IDEE '14)."
"146","link2",
"146","link1",
"146","rating",
"146","jcode",
"146","citOthers",
"146","cites","NULL"
"146","myres",
"147","serial","147"
"147","doctype","Paper"
"147","year","2014"
"147","area",
"147","title",
"147","citaIEEE","A. Peña-Ayala, ""Educational data mining: A survey and a data mining- based analysis of recent works,"" Expert Systems with Applications, vol. 41, pp. 1432-1462, 3/ 2014."
"147","link2",
"147","link1",
"147","rating",
"147","jcode",
"147","citOthers",
"147","cites","NULL"
"147","myres",
"148","serial","148"
"148","doctype","Paper"
"148","year","2014"
"148","area",
"148","title",
"148","citaIEEE","M. V. Almeda, P. Scupelli, R. S. Baker, M. Weber, and A. Fisher, ""Clustering of design decisions in classroom visual displays,"" in Proceedins of the Fourth International Conference on Learning Analytics And Knowledge, 2014, pp. 44-48."
"148","link2",
"148","link1",
"148","rating",
"148","jcode",
"148","citOthers",
"148","cites","NULL"
"148","myres",
"149","serial","149"
"149","doctype","Paper"
"149","year","2014"
"149","area",
"149","title",
"149","citaIEEE","(2014). e-learn. Available: http://demo.learn.com.tw"
"149","link2",
"149","link1",
"149","rating",
"149","jcode",
"149","citOthers",
"149","cites","NULL"
"149","myres",
"150","serial","150"
"150","doctype","Thesis"
"150","year","2014"
"150","area",
"150","title","PREDICTION OF STUDENT PERFORMANCE USING DATA MINING TECHNIQUES IN HIGHER EDUCATION DOMAIN"
"150","citaIEEE","Basha, SK Altaf Hussain, PREDICTION OF STUDENT PERFORMANCE USING DATA MINING TECHNIQUES IN HIGHER EDUCATION DOMAIN, Phd Thesis, Acharya Nagarjuna University, 2014"
"150","link2",
"150","link1","http://shodhganga.inflibnet.ac.in/handle/10603/124198"
"150","rating",
"150","jcode",
"150","citOthers",
"150","cites","NULL"
"150","myres","x"
"151","serial","151"
"151","doctype","Book"
"151","year","2015"
"151","area",
"151","title","Big Data and Education (Book)"
"151","citaIEEE","Baker, R.S. (2015) Big Data and Education. 2nd Edition. New York, NY: Teachers College, Columbia University."
"151","link2",
"151","link1","http://www.columbia.edu/~rsb2162/bigdataeducation.html"
"151","rating",
"151","jcode",
"151","citOthers",
"151","cites","NULL"
"151","myres","x"
"152","serial","152"
"152","doctype","Book"
"152","year","2015"
"152","area",
"152","title","Emerging Issues in Smart Learning"
"152","citaIEEE",
"152","link2",
"152","link1","http://www.springer.com/in/book/9783662441879"
"152","rating",
"152","jcode",
"152","citOthers",
"152","cites","NULL"
"152","myres",
"153","serial","153"
"153","doctype","Paper"
"153","year","2015"
"153","area",
"153","title","Classification and Prediction Based Data Mining Algorithms to Predict Slow Learners in Education Sector"
"153","citaIEEE","Parneet Kaur, Manpreet Singh, Gurpreet Singh Josan
Classification and Prediction Based Data Mining Algorithms to Predict Slow Learners in Education Sector
Procedia Computer Science, 2015, pp. 500-508"
"153","link2",
"153","link1","http://www.sciencedirect.com/science/article/pii/S1877050915019018"
"153","rating",
"153","jcode",
"153","citOthers",
"153","cites","NULL"
"153","myres","x"
"154","serial","154"
"154","doctype","Paper"
"154","year","2015"
"154","area",
"154","title","Collaborative multi-regression models for predicting students' performance in course activities."
"154","citaIEEE","Asmaa Elbadrawy, R. Scott Studham, and George Karypis. 2015. Collaborative multi-regression models for predicting students' performance in course activities. In Proceedings of the Fifth International Conference on Learning Analytics And Knowledge (LAK '15). ACM, New York, NY, USA,"
"154","link2",
"154","link1","http://dl.acm.org/citation.cfm?id=2723590"
"154","rating",
"154","jcode",
"154","citOthers",
"154","cites","NULL"
"154","myres","x"
"155","serial","155"
"155","doctype","Paper"
"155","year","2015"
"155","area",
"155","title","A Proposed Data Mining Framework for Higher Education System"
"155","citaIEEE",
"155","link2","http://research.ijcaonline.org/volume113/number7/pxc3901693.pdf"
"155","link1",
"155","rating",
"155","jcode",
"155","citOthers",
"155","cites","NULL"
"155","myres",
"156","serial","156"
"156","doctype","Paper"
"156","year","2015"
"156","area",
"156","title","A Review on Using Clustering and Classification Techniques to Predict Student Failure with High Dimensional and Imbalanced Data"
"156","citaIEEE",
"156","link2","http://www.ijarcsms.com/docs/paper/volume3/issue9/V3I9-0014.pdf"
"156","link1",
"156","rating",
"156","jcode",
"156","citOthers",
"156","cites","NULL"
"156","myres",
"157","serial","157"
"157","doctype","Paper"
"157","year","2015"
"157","area",
"157","title","A Survey on Educational Data Mining in Field of Education"
"157","citaIEEE",
"157","link2","http://ijarcet.org/wp-content/uploads/IJARCET-VOL-5-ISSUE-1-69-78.pdf"
"157","link1",
"157","rating",
"157","jcode",
"157","citOthers",
"157","cites","NULL"
"157","myres",
"158","serial","158"
"158","doctype","Paper"
"158","year","2015"
"158","area",
"158","title","A Survey on Research work in Educational Data Mining"
"158","citaIEEE",
"158","link2","http://www.iosrjournals.org/iosr-jce/papers/Vol17-issue2/Version-2/G017224349.pdf"
"158","link1",
"158","rating",
"158","jcode",
"158","citOthers",
"158","cites","NULL"
"158","myres",
"159","serial","159"
"159","doctype","Paper"
"159","year","2015"
"159","area",
"159","title","Advances in Learning Analytics and Educational Data Mining"
"159","citaIEEE",
"159","link2","https://www.elen.ucl.ac.be/Proceedings/esann/esannpdf/es2015-18.pdf"
"159","link1",
"159","rating",
"159","jcode",
"159","citOthers",
"159","cites","NULL"
"159","myres",
"160","serial","160"
"160","doctype","Paper"
"160","year","2015"
"160","area",
"160","title","Data-Intensive Research in Education: Current Work and Next Steps"
"160","citaIEEE",
"160","link2","http://cra.org/wp-content/uploads/2015/10/CRAEducationReport2015.pdf"
"160","link1",
"160","rating",
"160","jcode",
"160","citOthers",
"160","cites","NULL"
"160","myres",
"161","serial","161"
"161","doctype","Paper"
"161","year","2015"
"161","area",
"161","title","MINING EDUCATIONAL DATA USING DATA MINING TECHNIQUES AND ALGORITHMS –A REVIEW"
"161","citaIEEE",
"161","link2","https://www.irjet.net/archives/V2/i9/IRJET-V2I947.pdf"
"161","link1",
"161","rating",
"161","jcode",
"161","citOthers",
"161","cites","NULL"
"161","myres",
"162","serial","162"
"162","doctype","Paper"
"162","year","2015"
"162","area",
"162","title",
"162","citaIEEE","Asmaa Elbadrawy, R. Scott Studham, and George Karypis. 2015. Collaborative multi-regression models for predicting students' performance in course activities. In Proceedings of the Fifth International Conference on Learning Analytics And Knowledge (LAK '15). ACM, New York, NY, USA,"
"162","link2",
"162","link1","http://dl.acm.org/citation.cfm?id=2723590"
"162","rating",
"162","jcode",
"162","citOthers",
"162","cites","NULL"
"162","myres",
"163","serial","163"
"163","doctype","Paper"
"163","year","2015"
"163","area",
"163","title",
"163","citaIEEE","R. Campagni, D. Merlini, R. Sprugnoli, and M. C. Verri, ""Data mining models for student careers,"" Expert Systems with Applications, vol. 42, March 2015."
"163","link2",
"163","link1",
"163","rating",
"163","jcode",
"163","citOthers",
"163","cites","NULL"
"163","myres",
"164","serial","164"
"164","doctype","Paper"
"164","year","2015"
"164","area",
"164","title",
"164","citaIEEE","A. P. Alfiani and F. A. Wulandari, ""Mapping student&rsquo;s performance based on data mining approach (A case study),"" Agriculture and Agricultural Science Procedia, vol. 3, pp. 173-177, 2015."
"164","link2",
"164","link1",
"164","rating",
"164","jcode",
"164","citOthers",
"164","cites","NULL"
"164","myres",
"165","serial","165"
"165","doctype","Paper"
"165","year","2015"
"165","area",
"165","title",
"165","citaIEEE","N. A. Shukor, Z. Tasir, and H. van der Meijden, ""An examination of online learning effectiveness using data mining,"" Procedia — Social and Behavioral Sciences, vol. 172, pp. 555-562, 2015."
"165","link2",
"165","link1",
"165","rating",
"165","jcode",
"165","citOthers",
"165","cites","NULL"
"165","myres",
"166","serial","166"
"166","doctype","Paper"
"166","year","2015"
"166","area",
"166","title",
"166","citaIEEE","W. Xing, R. Guo, E. Petakovic, and S. Goggins, ""Participation-based student final performance prediction model through interpretable genetic programming: Integrating learning analytics, educational data mining and theory,"" Computers in Human Behavior, vol. 47, pp. 168-181, 2015."
"166","link2",
"166","link1",
"166","rating",
"166","jcode",
"166","citOthers",
"166","cites","NULL"
"166","myres",
"167","serial","167"
"167","doctype","Thesis"
"167","year","2015"
"167","area",
"167","title","DATA MINING APPLICATIONS FOR EDUCATIONAL SYSTEM"
"167","citaIEEE","Bunkar, Rajesh, DATA MINING APPLICATIONS FOR EDUCATIONAL SYSTEM, Phd Thesis, Dr. Harisingh Gour Vishwavidyalaya, 2015"
"167","link2",
"167","link1","http://shodhganga.inflibnet.ac.in/handle/10603/38865?mode=full"
"167","rating",
"167","jcode",
"167","citOthers",
"167","cites","NULL"
"167","myres","x"
"168","serial","168"
"168","doctype","Paper"
"168","year","2016"
"168","area",
"168","title","Predicting Student Performance Using Personalized Analytics"
"168","citaIEEE","Asmaa Elbadrawy, Agoritsa Polyzou, Zhiyun Ren, Mackenzie Sweeney, George Karypis, and Huzefa Rangwala IEEE Computer, pp. 61—69, April , 2016"
"168","link2",
"168","link1","http://glaros.dtc.umn.edu/gkhome/node/1197"
"168","rating",
"168","jcode",
"168","citOthers","http://glaros.dtc.umn.edu/gkhome/bibentries/term/106"
"168","cites","NULL"
"168","myres","x"
"169","serial","169"
"169","doctype","Paper"
"169","year","2016"
"169","area",
"169","title","A framework for learning analytics in moodle for assessing course outcomes"
"169","citaIEEE","S. Yassine, S. Kadry and M. A. Sicilia, ""A framework for learning analytics in moodle for assessing course outcomes,"" 2016 IEEE Global Engineering Education Conference (EDUCON), Abu Dhabi, 2016, pp. 261-266."
"169","link2",
"169","link1","http://ieeexplore.ieee.org/document/7474563/"
"169","rating",
"169","jcode",
"169","citOthers",
"169","cites","1"
"169","myres","x"
"170","serial","170"
"170","doctype","Paper"
"170","year","2016"
"170","area",
"170","title","Data Mining in Education"
"170","citaIEEE","Abdulmohsen Algarni, “Data Mining in Education” International Journal of Advanced Computer Science and Applications(ijacsa), 7(6), 2016"
"170","link2",
"170","link1","http://thesai.org/Publications/ViewPaper?Volume=7&Issue=6&Code=ijacsa&SerialNo=59"
"170","rating",
"170","jcode",
"170","citOthers",
"170","cites","NULL"
"170","myres","x"
"171","serial","171"
"171","doctype","Paper"
"171","year","2016"
"171","area",
"171","title","Depth and breadth of educational data mining: Researchers' point of view"
"171","citaIEEE","A. A. Mehta and N. J. Buch, ""Depth and breadth of educational data mining: Researchers' point of view,"" 2016 10th International Conference on Intelligent Systems and Control (ISCO), Coimbatore, 2016, pp. 1-6."
"171","link2",
"171","link1","http://ieeexplore.ieee.org/document/7727075/"
"171","rating",
"171","jcode",
"171","citOthers",
"171","cites","NULL"
"171","myres","x"
"172","serial","172"
"172","doctype","Paper"
"172","year","2016"
"172","area",
"172","title","Predicting Students' Performance: Incremental Interaction Classifiers."
"172","citaIEEE","Miguel Sanchez-Santillan, MPuerto Paule-Ruiz, Rebeca Cerezo, and JCarlos Nuñez. 2016. Predicting Students' Performance: Incremental Interaction Classifiers. In Proceedings of the Third (2016) ACM Conference on Learning @ Scale (L@S '16). ACM, New York, NY, USA, 217-220"
"172","link2",
"172","link1","http://dl.acm.org/citation.cfm?id=2893418&CFID=723099437&CFTOKEN=44367615"
"172","rating",
"172","jcode",
"172","citOthers",
"172","cites","NULL"
"172","myres","x"
"173","serial","173"
"173","doctype","Paper"
"173","year","2016"
"173","area",
"173","title","Research on big data analytics technology of MOOC"
"173","citaIEEE","X. Sun, W. Zhou, Q. Xiang, B. Cui and Y. Jin, ""Research on big data analytics technology of MOOC,"" 2016 11th International Conference on Computer Science & Education (ICCSE), Nagoya, 2016, pp. 64-68."
"173","link2",
"173","link1","http://ieeexplore.ieee.org/document/7581556/"
"173","rating",
"173","jcode",
"173","citOthers",
"173","cites","7"
"173","myres","x"
"174","serial","174"
"174","doctype","Paper"
"174","year","2016"
"174","area",
"174","title","Data Mining in Education"
"174","citaIEEE","Abdulmohsen Algarni, &ldquo;Data Mining in Education&rdquo; International Journal of Advanced Computer Science and Applications(ijacsa), 7(6), 2016"
"174","link2",
"174","link1","http://thesai.org/Publications/ViewPaper?Volume=7&Issue=6&Code=ijacsa&SerialNo=59"
"174","rating",
"174","jcode",
"174","citOthers",
"174","cites","NULL"
"174","myres","x"
"175","serial","175"
"175","doctype","Paper"
"175","year","2016"
"175","area",
"175","title","A Proposed Framework for Data Mining Techniques in Learning System"
"175","citaIEEE",
"175","link2","https://www.ijarcsse.com/docs/papers/Volume_6/3_March2016/V6I3-01313.pdf"
"175","link1",
"175","rating",
"175","jcode",
"175","citOthers",
"175","cites","NULL"
"175","myres",
"176","serial","176"
"176","doctype","Paper"
"176","year","2016"
"176","area",
"176","title","A Two-Step Clustering Approach for Improving Educational Process Model Discovery"
"176","citaIEEE",
"176","link2","http://ieeexplore.ieee.org/abstract/document/7536427/"
"176","link1",
"176","rating",
"176","jcode",
"176","citOthers",
"176","cites","NULL"
"176","myres",
"177","serial","177"
"177","doctype","Paper"
"177","year","2016"
"177","area",
"177","title","Data Mining In Education"
"177","citaIEEE",
"177","link2","https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=34&cad=rja&uact=8&ved=0ahUKEwjTyfiGzc_RAhVLnpQKHZpUBMo4HhAWCCswAw&url=http%3A%2F%2Fwww.allsubjectjournal.com%2Fdownload%2F1879%2F158&usg=AFQjCNHybDkQywxxKFwD4cML9Hwofta9zw&sig2=tyXHIAA_ykrvoyD6g_Afiw&bvm=bv.144224172,d.c2I"
"177","link1",
"177","rating",
"177","jcode",
"177","citOthers",
"177","cites","NULL"
"177","myres",
"178","serial","178"
"178","doctype","Paper"
"178","year","2016"
"178","area",
"178","title","DATA MINING IN EDUCATIONAL SECTOR"
"178","citaIEEE",
"178","link2","http://www.ncrdsims.edu.in/ntr2016/04_30.%20fullpaper_dm_upd.pdf"
"178","link1",
"178","rating",
"178","jcode",
"178","citOthers",
"178","cites","NULL"
"178","myres",
"179","serial","179"
"179","doctype","Paper"
"179","year","2016"
"179","area",
"179","title","Depth and breadth of educational data mining: Researchers' point of view"
"179","citaIEEE","A. A. Mehta and N. J. Buch, ""Depth and breadth of educational data mining: Researchers' point of view,"" 2016 10th International Conference on Intelligent Systems and Control (ISCO), Coimbatore, 2016, pp. 1-6"
"179","link2",
"179","link1","http://ieeexplore.ieee.org/document/7727075/"
"179","rating",
"179","jcode",
"179","citOthers",
"179","cites","NULL"
"179","myres",
"180","serial","180"
"180","doctype","Paper"
"180","year","2016"
"180","area",
"180","title","Discovering Students Use of Leaming Resources with Educational Data Mining"
"180","citaIEEE","L. M. Nkomo and M. Nat, ""Discovering students use of learning resources with educational data mining,"" 2016 HONET-ICT, Nicosia, 2016, pp. 98-102."
"180","link2",
"180","link1","http://ieeexplore.ieee.org/document/7753428/"
"180","rating",
"180","jcode","IEEE"
"180","citOthers",
"180","cites","NULL"
"180","myres",
"181","serial","181"
"181","doctype","Paper"
"181","year","2017"
"181","area",
"181","title","A Systematic Review on Educational Data Mining"
"181","citaIEEE","A. Dutt; M. A. Ismail; T. Herawan, ""A Systematic Review on Educational Data Mining,"" in IEEE Access , vol.PP, no.99, pp.1-1 doi: 10.1109/ACCESS.2017.2654247"
"181","link2","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7820050"
"181","link1","http://ieeexplore.ieee.org/document/7820050/"
"181","rating",
"181","jcode",
"181","citOthers",
"181","cites","NULL"
"181","myres","x"
"182","serial","182"
"182","doctype","Paper"
"182","year","2017"
"182","area",
"182","title","An Exploratory Study on Data Mining in Education: Practiced Algorithms and Methods"
"182","citaIEEE","Ancelmo Castro, Leandro Garcia ; An Exploratory Study on Data Mining in Education: Practiced Algorithms and Methods ;International Journal of Information and Education Technology, Vol. 7, No. 5, May 2017"
"182","link2","http://www.ijiet.org/vol7/888-B018.pdf"
"182","link1","http://www.ijiet.org/vol7/888-B018.pdf"
"182","rating",
"182","jcode",
"182","citOthers",
"182","cites","NULL"
"182","myres","x"
"183","serial","183"
"183","doctype","Paper"
"183","year","2017"
"183","area",
"183","title","Educational Data Mining: A Systematic Review of the Published Literature 2006-2013"
"183","citaIEEE","Al-Razgan, Muna and Al-Khalifa, &ldquo;Educational Data Mining: A Systematic Review of the Published Literature 2006-2013"", ""Proceedings of the First International Conference on Advanced Data and Information Engineering (DaEng-2013)"", pp. 711-719, 2014"
"183","link2",
"183","link1","http://link.springer.com/chapter/10.1007/978-981-4585-18-7_80"
"183","rating",
"183","jcode",
"183","citOthers",
"183","cites","1"
"183","myres","x"
"1","serial","1"
"1","doctype","Article"
"1","year",
"1","area",
"1","title","International Encyclopedia of Education : Chapter on DM"
"1","citaIEEE","Baker, E. (Eds.) International Encyclopedia of Education (3rd edition). Oxford, UK: Elsevier."
"1","link2",
"1","link1","http://www.columbia.edu/~rsb2162/Encyclopedia%20Chapter%20Draft%20v10%20-fw.pdf"
"1","rating",
"1","jcode",
"1","citOthers",
"1","cites","NULL"
"1","myres","x"
"2","serial","2"
"2","doctype","Site"
"2","year",
"2","area",
"2","title","International Educational Data Mining Society"
"2","citaIEEE","The International Educational Data Mining Society http://www.educationaldatamining.org/"
"2","link2",
"2","link1","http://www.educationaldatamining.org/"
"2","rating",
"2","jcode",
"2","citOthers",
"2","cites","NULL"
"2","myres","x"
"3","serial","3"
"3","doctype","Article"
"3","year",
"3","area",
"3","title","The Potential of Learning Analytics and Big Data"
"3","citaIEEE",
"3","link2","http://www.ariadne.ac.uk/issue71/charlton-et-al"
"3","link1","http://www.ariadne.ac.uk/issue71/charlton-et-al"
"3","rating",
"3","jcode",
"3","citOthers",
"3","cites","NULL"
"3","myres",
"4","serial","4"
"4","doctype","Author"
"4","year",
"4","area",
"4","title","Dr. ANTHONY PICCIANO"
"4","citaIEEE","professor and executive officer of the Ph.D. Program in Urban Education"
"4","link2",
"4","link1","http://anthonypicciano.com/"
"4","rating",
"4","jcode",
"4","citOthers","Articles"
"4","cites","NULL"
"4","myres",
"5","serial","5"
"5","doctype","Author"
"5","year",
"5","area",
"5","title","Ryan S. Baker"
"5","citaIEEE",
"5","link2",
"5","link1","http://www.columbia.edu/~rsb2162/"
"5","rating",
"5","jcode",
"5","citOthers",
"5","cites","NULL"
"5","myres",
"6","serial","6"
"6","doctype","Author"
"6","year",
"6","area",
"6","title","Toon Calders"
"6","citaIEEE","Toon Calders"
"6","link2",
"6","link1","http://cs.ulb.ac.be/members/tcalders/doku.php"
"6","rating",
"6","jcode",
"6","citOthers",
"6","cites","NULL"
"6","myres",
"7","serial","7"
"7","doctype","Conf"
"7","year",
"7","area",
"7","title","International Conf on e-Learning"
"7","citaIEEE",
"7","link2",
"7","link1","http://elearning-conf.org/call-for-papers/"
"7","rating",
"7","jcode",
"7","citOthers",
"7","cites","NULL"
"7","myres",
"8","serial","8"
"8","doctype","Journal"
"8","year",
"8","area",
"8","title","Conference IEEE"
"8","citaIEEE",
"8","link2","http://www.bvicam.ac.in/INDIACom/INDIACom%20Proceedings.asp"
"8","link1",
"8","rating",
"8","jcode","INDIACom"
"8","citOthers",
"8","cites","NULL"
"8","myres",
"9","serial","9"
"9","doctype","Journal"
"9","year",
"9","area",
"9","title","DM Journal Lists"
"9","citaIEEE",
"9","link2","https://www.omicsonline.org/data-mining-journals-conferences-list.php"
"9","link1",
"9","rating",
"9","jcode","List2"
"9","citOthers",
"9","cites","NULL"
"9","myres",
"10","serial","10"
"10","doctype","Journal"
"10","year",
"10","area",
"10","title","E Learning Journal List"
"10","citaIEEE",
"10","link2","http://edutechwiki.unige.ch/en/E-learning_journal_list"
"10","link1",
"10","rating",
"10","jcode","List1"
"10","citOthers",
"10","cites","NULL"
"10","myres",
"11","serial","11"
"11","doctype","Journal"
"11","year",
"11","area",
"11","title","Education Research Program"
"11","citaIEEE",
"11","link2","http://www.ssrc.org/programs/view/education-research-program"
"11","link1",
"11","rating",
"11","jcode","ERP"
"11","citOthers",
"11","cites","NULL"
"11","myres",
"12","serial","12"
"12","doctype","Journal"
"12","year",
"12","area",
"12","title","Electronic Journal of e-Learning"
"12","citaIEEE",
"12","link2","http://www.ejel.org/main.html"
"12","link1",
"12","rating",
"12","jcode","EJEL"
"12","citOthers",
"12","cites","NULL"
"12","myres",
"13","serial","13"
"13","doctype","Journal"
"13","year",
"13","area",
"13","title","IEEE"
"13","citaIEEE",
"13","link2","http://ieeexplore.ieee.org/Xplore/home.jsp"
"13","link1",
"13","rating",
"13","jcode","IEEE"
"13","citOthers",
"13","cites","NULL"
"13","myres",
"14","serial","14"
"14","doctype","Journal"
"14","year",
"14","area",
"14","title","Int. J. Advanced Networking and Applications"
"14","citaIEEE",
"14","link2","http://www.ijana.in/"
"14","link1",
"14","rating",
"14","jcode","IJANA"
"14","citOthers",
"14","cites","NULL"
"14","myres",
"15","serial","15"
"15","doctype","Journal"
"15","year",
"15","area",
"15","title","International Journal of Advanced Computer Science and Applications"
"15","citaIEEE",
"15","link2","http://thesai.org/Publications/IJACSA"
"15","link1",
"15","rating",
"15","jcode","IJACSA"
"15","citOthers",
"15","cites","NULL"
"15","myres",
"16","serial","16"
"16","doctype","Journal"
"16","year",
"16","area",
"16","title","International Journal of Advanced Research in Computer Science and Software Engineering"
"16","citaIEEE",
"16","link2","http://www.ijarcsse.com/"
"16","link1",
"16","rating",
"16","jcode","IJARCSSE"
"16","citOthers",
"16","cites","NULL"
"16","myres",
"17","serial","17"
"17","doctype","Journal"
"17","year",
"17","area",
"17","title","International Journal of Advanced Research in CS and Mgt Studies"
"17","citaIEEE",
"17","link2","http://www.ijarcsms.com/"
"17","link1",
"17","rating",
"17","jcode","IJARCSMS"
"17","citOthers",
"17","cites","NULL"
"17","myres",
"18","serial","18"
"18","doctype","Journal"
"18","year",
"18","area",
"18","title","International Journal of Computer Applications"
"18","citaIEEE",
"18","link2","http://rspublication.com/ijca/ijca_index.htm"
"18","link1",
"18","rating",
"18","jcode","IJCA"
"18","citOthers",
"18","cites","NULL"
"18","myres",
"19","serial","19"
"19","doctype","Journal"
"19","year",
"19","area",
"19","title","International Journal of Computer Science and Information Technologies"
"19","citaIEEE",
"19","link2","http://www.ijcsit.com/index.php"
"19","link1",
"19","rating",
"19","jcode","IJCSIT"
"19","citOthers",
"19","cites","NULL"
"19","myres",
"20","serial","20"
"20","doctype","Journal"
"20","year",
"20","area",
"20","title","International Journal of Database Management Systems"
"20","citaIEEE",
"20","link2","http://airccse.org/journal/ijdms/ijdms.html"
"20","link1",
"20","rating",
"20","jcode","IJDMS"
"20","citOthers",
"20","cites","NULL"
"20","myres",
"21","serial","21"
"21","doctype","Journal"
"21","year",
"21","area",
"21","title","International Journal of e-Education, e-Business, e-Management and e-Learning (IJEEEE)"
"21","citaIEEE",
"21","link2","http://www.ijeeee.org/"
"21","link1",
"21","rating",
"21","jcode","IJEEEE"
"21","citOthers",
"21","cites","NULL"
"21","myres",
"22","serial","22"
"22","doctype","Journal"
"22","year",
"22","area",
"22","title","International Journal of E-Learning & Distance Education"
"22","citaIEEE",
"22","link2","http://www.ijede.ca/index.php/jde"
"22","link1",
"22","rating",
"22","jcode","IJEDE"
"22","citOthers",
"22","cites","NULL"
"22","myres",
"23","serial","23"
"23","doctype","Journal"
"23","year",
"23","area",
"23","title","International Journal of Information and Communication Technology Research"
"23","citaIEEE",
"23","link2","http://www.esjournals.org/"
"23","link1",
"23","rating",
"23","jcode","IJICTR"
"23","citOthers",
"23","cites","NULL"
"23","myres",
"24","serial","24"
"24","doctype","Journal"
"24","year",
"24","area",
"24","title","International Journal of Information and Education Technology"
"24","citaIEEE",
"24","link2","http://www.ijiet.org/"
"24","link1",
"24","rating",
"24","jcode","IJIET"
"24","citOthers",
"24","cites","NULL"
"24","myres",
"25","serial","25"
"25","doctype","Journal"
"25","year",
"25","area",
"25","title","International Journal of Innovative Science, Engineering & Technology"
"25","citaIEEE",
"25","link2","http://www.ijiset.com/"
"25","link1",
"25","rating",
"25","jcode","IJISET"
"25","citOthers",
"25","cites","NULL"
"25","myres",
"26","serial","26"
"26","doctype","Journal"
"26","year",
"26","area",
"26","title","International Journal of Multidisciplinary Research and Development"
"26","citaIEEE",
"26","link2","www.allsubjectjournal.com"
"26","link1",
"26","rating",
"26","jcode","IJMRD"
"26","citOthers",
"26","cites","NULL"
"26","myres",
"27","serial","27"
"27","doctype","Journal"
"27","year",
"27","area",
"27","title","International Journal of Scientific and Research Publications"
"27","citaIEEE",
